symbol,date,industry_code,total_current_assets,total_non_current_assets,total_assets,cash_only,total_cash_and_due_from_banks,cash_and_short_term_investments,total_current_liabilities,total_non_current_liabilities,total_liabilities,total_equity,total_debt,stockholders_equity,total_revenue,cost_of_revenue,gross_income,operating_expenses,operating_income,non_operating_income,pretax_income,income_taxes,minorities,net_income,interest_expense_non_operating,ebit,ebitda,diluted_shares_outstanding,net_operating_cash_flow,net_investing_cash_flow,net_financing_cash_flow,net_increased_decreased,capital_expenditure,free_cash_flow,perating_income
APLN.JK,2024-03-31,2,11033538375000.0,17166681319000.0,28200219694000.0,,,670816801000.0,8510977982000.0,6387078445000.0,14898056427000.0,13302163267000.0,7472885439000.0,10569772742000.0,712796734000.0,446086746000.0,266709988000.0,234751498000.0,501461486000.0,-587993284000.0,-86531798000.0,-23448904000.0,16509461000.0,-109980702000.0,110221924000.0,23690126000.0,,22709185.457809694,44992300000.0,-1424320000.0,-142890484000.0,-99322504000.0,11227077000.0,56219377000.0,
BCIP.JK,2024-03-31,2,348984150230.0,543456959398.0,892441109628.0,,,10806684331.0,88892438752.0,313065990688.0,401958429440.0,490482680188.0,54386910520.0,475540927348.0,33102527393.0,16861941069.0,16240586324.0,8891972648.0,25132558972.0,-14555666144.0,10576892828.0,-1374165772.0,504209220.0,9202727056.0,,,,1430677275.6578946,-3915559212.0,-2827260564.0,-2562782014.0,-9305601790.0,1087980760.0,-2827578452.0,
CASS.JK,2024-03-31,3,1128204000000.0,917855000000.0,2046059000000.0,,,539405000000.0,742967000000.0,135492000000.0,878459000000.0,1167600000000.0,100426000000.0,787592000000.0,618533000000.0,456197000000.0,162336000000.0,,162336000000.0,14956000000.0,177292000000.0,-41961000000.0,64644000000.0,73612000000.0,3647000000.0,180939000000.0,,2103.2,118551000000.0,-18472000000.0,-13827000000.0,86252000000.0,18559000000.0,137110000000.0,
ENRG.JK,2024-03-31,1,244514957.0,1178605640.0,1423120597.0,,,70087059.0,382531196.0,438027432.0,820558628.0,602561969.0,306118193.0,673164218.0,97279717.0,64095082.0,33184635.0,5547307.0,38731942.0,-24165685.0,14566257.0,3118536.0,15085.0,17669708.0,8223981.0,22790238.0,,24886912676.05634,23604958.0,-44665995.0,8482195.0,-12578842.0,49492593.0,73097551.0,
AGII.JK,2024-03-31,1,1658702000000.0,6275403000000.0,7934105000000.0,,,505699000000.0,907956000000.0,3257308000000.0,4165264000000.0,3768841000000.0,3541931000000.0,3678599000000.0,691559000000.0,370411000000.0,321148000000.0,200130000000.0,521278000000.0,-470498000000.0,50780000000.0,-10085000000.0,2141000000.0,38554000000.0,77385000000.0,128165000000.0,,3067.1439936356405,44542000000.0,-212400000000.0,98977000000.0,-68881000000.0,213393000000.0,257935000000.0,
BMHS.JK,2024-03-31,1,896731998855.0,2242282922430.0,3139014921285.0,,,614369491781.0,587960979754.0,733017006092.0,1320977985846.0,1818036935439.0,1155087102941.0,1600927544765.0,413751175478.0,219167444047.0,194583731431.0,156946408999.0,351530140430.0,-328859881902.0,22670258528.0,-5042921477.0,6757381306.0,10869955745.0,15127673129.0,37797931657.0,,10869955745.0,5962335492.0,-47654409012.0,28237566116.0,-13454507404.0,47654409012.0,53616744504.0,
PUDP.JK,2024-03-31,2,243048520403.0,285767167265.0,528815687668.0,,,74208149690.0,11003324929.0,5343998905.0,16347323834.0,512468363834.0,1928000160.0,512358580213.0,7588260574.0,2731102299.0,4857158275.0,8811107496.0,13668265771.0,-17616522595.0,-3948256824.0,-208756679.0,,-4157013503.0,59433986.0,-3888822838.0,,329660071.6098335,814515159.0,-551957087.0,277292327.0,539850399.0,551957087.0,1366472246.0,
TBIG.JK,2024-03-31,3,4082877000000.0,42674613000000.0,46757490000000.0,,,695837000000.0,20236495000000.0,13870281000000.0,34106776000000.0,12650714000000.0,30040203000000.0,11991095000000.0,1704665000000.0,464568000000.0,1240097000000.0,143468000000.0,1383565000000.0,-788917000000.0,594648000000.0,-232091000000.0,12715000000.0,349842000000.0,484429000000.0,1079077000000.0,,22643.495145631066,1665753000000.0,-674253000000.0,-1100054000000.0,-108554000000.0,675303000000.0,2341056000000.0,
SMRA.JK,2024-03-31,2,15556251965000.0,16278318078000.0,31834570043000.0,,,3388257195000.0,12628569255000.0,6479071080000.0,19107640335000.0,12726929708000.0,7771832052000.0,10266080092000.0,2133692132000.0,1033699394000.0,1099992738000.0,383380069000.0,1483372807000.0,-950232464000.0,533140343000.0,-87474336000.0,4274403000.0,445666007000.0,,,,16506791.473448018,319882537000.0,-764401395000.0,539899331000.0,95380473000.0,765135438000.0,1085017975000.0,
HOPE.JK,2024-03-31,1,108720883494.0,68222233927.0,176943117421.0,,,48965007.0,63741909024.0,2047616960.0,65789525984.0,111153591437.0,55248138535.0,111143312822.0,3913107214.0,4132595491.0,-219488277.0,2122703754.0,1903215477.0,-5849465512.0,-3946250035.0,36547929.0,-1170298.0,-3908531808.0,,,,2129722516.5383928,-22588942.0,-4899998.0,-15073955.0,-42562895.0,4899998.0,-17688944.0,
TYRE.JK,2024-03-31,1,272698025874.0,209098751025.0,481796776899.0,,,60377866616.0,152531103410.0,17766192818.0,170297296228.0,311499480671.0,122141111931.0,300276387117.0,140671449474.0,117690028080.0,22981421394.0,10446748151.0,33428169545.0,-23980039111.0,9448130434.0,-2003522131.0,282270500.0,7162337803.0,,,,3476863011.1650486,55239075990.0,-20498587821.0,2249201032.0,36989689201.0,20498587821.0,75737663811.0,
MYOR.JK,2024-03-31,1,16190454522483.0,9727866100600.0,25918320623083.0,,,4805227823946.0,4535807701032.0,4964604861760.0,9500412562792.0,16417908060291.0,4322475687834.0,16156888860136.0,8761157296274.0,6326437670926.0,2434719625348.0,1121206549676.0,3555926175024.0,-2148923579287.0,1407002595737.0,-276668240951.0,18208838016.0,1112125516770.0,55137964451.0,1462140560188.0,,22242510335.4,1108121936921.0,-551299063397.0,58577541667.0,615400415191.0,624681670677.0,1732803607598.0,
OBMD.JK,2024-03-31,1,150218761193.0,38366754933.0,188585516126.0,,,66156684023.0,19378620775.0,14741012666.0,34119633441.0,154465882685.0,9326158166.0,154465882685.0,53413524368.0,8278004709.0,45135519659.0,20878922668.0,66014442327.0,-41639779137.0,24374663190.0,-5327801207.0,,19046861983.0,-46943283.0,24327719907.0,,806045788.5315278,-10150338368.0,-3467793162.0,2213903872.0,-11404227658.0,335393162.0,-9814945206.0,
BRPT.JK,2024-03-31,1,3428766000.0,6619708000.0,10048474000.0,,,1428835000.0,1004730000.0,4901709000.0,5906439000.0,4142035000.0,4456864000.0,1706668000.0,618595000.0,501366000.0,117229000.0,50394000.0,167623000.0,-126959000.0,40664000.0,-26588000.0,5218000.0,8858000.0,83961000.0,124625000.0,,93561767.315,-359540000.0,-162340000.0,150484000.0,-371396000.0,94392000.0,-265148000.0,
RICY.JK,2024-03-31,1,1344838000992.0,198430837106.0,1543268838098.0,,,37696181804.0,1105055465624.0,286836363951.0,1391891829575.0,151377008523.0,1157282279438.0,131400906381.0,239202627169.0,186411628491.0,52790998678.0,42599517823.0,95390516501.0,-115356068053.0,-19965551552.0,-573921132.0,-1684528831.0,-18854943853.0,18741547759.0,-1224003793.0,,641761193.0905378,39648017129.0,-436259044.0,-26244278455.0,12967479630.0,533887013.0,40181904142.0,
COAL.JK,2024-03-31,1,389549576833.0,261152377492.0,650701954325.0,,,23456374153.0,302871862027.0,11985526296.0,314857388323.0,335844566002.0,126861170756.0,332926603490.0,109029790676.0,91009043486.0,18020747190.0,4661841596.0,22682588786.0,-12575104899.0,10107483887.0,-2203320661.0,69224460.0,7834938766.0,3202264988.0,13309748875.0,,6267951012.8,-40260871032.0,19953986486.0,-2313099062.0,-22619983608.0,46013514.0,-40214857518.0,
LMPI.JK,2024-03-31,1,489336206884.0,190077258019.0,679413464903.0,,,6406087905.0,488866702755.0,19194807927.0,508061510682.0,171351954221.0,253204271584.0,171351954221.0,129306505107.0,113697257718.0,15609247389.0,17825106141.0,33434353530.0,-40430184439.0,-6995830909.0,1336057581.0,,-5659773328.0,4766546283.0,-2229284626.0,,1008872250.9803921,-9651290463.0,-276548928.0,9386018484.0,-541820907.0,276548928.0,-9374741535.0,
AKPI.JK,2024-03-31,1,1290797354000.0,2174906837000.0,3465704191000.0,,,47550845000.0,1120165561000.0,640799875000.0,1760965436000.0,1704738755000.0,1185854564000.0,1704845266000.0,760511115000.0,684089946000.0,76421169000.0,46910163000.0,123331332000.0,-116643948000.0,6687384000.0,-4226800000.0,,2460584000.0,18363627000.0,25051011000.0,,615146000.0,-30428108000.0,-18184506000.0,31563147000.0,-17049467000.0,17377755000.0,-13050353000.0,
GRPH.JK,2024-03-31,1,5419664562.0,85058601376.0,90478265938.0,,,3186448241.0,4966868904.0,14181968613.0,19148837517.0,71329428421.0,13248949475.0,71329428421.0,6624935493.0,3643030459.0,2981905034.0,2649659058.0,5631564092.0,-5414968101.0,216595991.0,16718551.0,,233314542.0,0.0,216595991.0,,201133225.86206898,399255861.0,-15119002699.0,17299621563.0,2579874725.0,15119002699.0,15518258560.0,
ACES.JK,2024-03-31,1,5836513208610.0,2170448607149.0,8006961815759.0,,,2239950794045.0,734881518788.0,882374467364.0,1617255986152.0,6389705829607.0,896970952947.0,6348187368314.0,1992527663684.0,1025841685411.0,966685978273.0,729779452227.0,1696465430500.0,-1442116878756.0,254348551744.0,-51040511225.0,-1511915189.0,204819955708.0,9949471853.0,264298023597.0,,17111107410.860483,122999210757.0,-85058358222.0,-115180626587.0,-77239774052.0,86087477227.0,209086687984.0,
BYAN.JK,2024-03-31,1,1279722317.0,1573790499.0,2853512816.0,,,602252210.0,530234199.0,127395552.0,657629751.0,2195883065.0,137249296.0,2091774624.0,769126484.0,456971426.0,312155058.0,23121893.0,335276951.0,-60947084.0,274329867.0,-57060624.0,6627205.0,210642038.0,6476118.0,280805985.0,,21064203800.0,497657856.0,-48977313.0,-760000025.0,-311319482.0,50247129.0,547904985.0,
