symbol,year,period,file_name,file_url
GOLF.JK,2024,tw3,FinancialStatement-2024-III-GOLF.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/GOLF/FinancialStatement-2024-III-GOLF.xlsx
PTMR.JK,2024,tw3,FinancialStatement-2024-III-PTMR.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/PTMR/FinancialStatement-2024-III-PTMR.xlsx
ZATA.JK,2024,tw1,FinancialStatement-2024-I-ZATA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/ZATA/FinancialStatement-2024-I-ZATA.xlsx
ZATA.JK,2024,tw2,FinancialStatement-2024-II-ZATA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/ZATA/FinancialStatement-2024-II-ZATA.xlsx
ZATA.JK,2024,tw3,FinancialStatement-2024-III-ZATA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/ZATA/FinancialStatement-2024-III-ZATA.xlsx
CTBN.JK,2024,tw1,FinancialStatement-2024-I-CTBN.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/CTBN/FinancialStatement-2024-I-CTBN.xlsx
CTBN.JK,2024,tw2,FinancialStatement-2024-II-CTBN.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/CTBN/FinancialStatement-2024-II-CTBN.xlsx
CTBN.JK,2024,tw3,FinancialStatement-2024-III-CTBN.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/CTBN/FinancialStatement-2024-III-CTBN.xlsx
HAIS.JK,2024,tw1,FinancialStatement-2024-I-HAIS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/HAIS/FinancialStatement-2024-I-HAIS.xlsx
HAIS.JK,2024,tw2,FinancialStatement-2024-II-HAIS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/HAIS/FinancialStatement-2024-II-HAIS.xlsx
HAIS.JK,2024,tw3,FinancialStatement-2024-III-HAIS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/HAIS/FinancialStatement-2024-III-HAIS.xlsx
NSSS.JK,2024,tw1,FinancialStatement-2024-I-NSSS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/NSSS/FinancialStatement-2024-I-NSSS.xlsx
NSSS.JK,2024,tw2,FinancialStatement-2024-II-NSSS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/NSSS/FinancialStatement-2024-II-NSSS.xlsx
NSSS.JK,2024,tw3,FinancialStatement-2024-III-NSSS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/NSSS/FinancialStatement-2024-III-NSSS.xlsx
KIAS.JK,2024,tw1,FinancialStatement-2024-I-KIAS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/KIAS/FinancialStatement-2024-I-KIAS.xlsx
KIAS.JK,2024,tw2,FinancialStatement-2024-II-KIAS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/KIAS/FinancialStatement-2024-II-KIAS.xlsx
KIAS.JK,2024,tw3,FinancialStatement-2024-III-KIAS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/KIAS/FinancialStatement-2024-III-KIAS.xlsx
TRJA.JK,2024,tw1,FinancialStatement-2024-I-TRJA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/TRJA/FinancialStatement-2024-I-TRJA.xlsx
TRJA.JK,2024,tw2,FinancialStatement-2024-II-TRJA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/TRJA/FinancialStatement-2024-II-TRJA.xlsx
TRJA.JK,2024,tw3,FinancialStatement-2024-III-TRJA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/TRJA/FinancialStatement-2024-III-TRJA.xlsx
DWGL.JK,2024,tw2,FinancialStatement-2024-II-DWGL.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/DWGL/FinancialStatement-2024-II-DWGL.xlsx
DWGL.JK,2024,tw3,FinancialStatement-2024-III-DWGL.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/DWGL/FinancialStatement-2024-III-DWGL.xlsx
IMJS.JK,2024,tw1,FinancialStatement-2024-I-IMJS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/IMJS/FinancialStatement-2024-I-IMJS.xlsx
IMJS.JK,2024,tw2,FinancialStatement-2024-II-IMJS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/IMJS/FinancialStatement-2024-II-IMJS.xlsx
IMJS.JK,2024,tw3,FinancialStatement-2024-III-IMJS.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/IMJS/FinancialStatement-2024-III-IMJS.xlsx
BABY.JK,2024,tw1,FinancialStatement-2024-I-BABY.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/BABY/FinancialStatement-2024-I-BABY.xlsx
BABY.JK,2024,tw2,FinancialStatement-2024-II-BABY.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/BABY/FinancialStatement-2024-II-BABY.xlsx
BABY.JK,2024,tw3,FinancialStatement-2024-III-BABY.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/BABY/FinancialStatement-2024-III-BABY.xlsx
KRYA.JK,2024,tw2,FinancialStatement-2024-II-KRYA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/KRYA/FinancialStatement-2024-II-KRYA.xlsx
KRYA.JK,2024,tw3,FinancialStatement-2024-III-KRYA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/KRYA/FinancialStatement-2024-III-KRYA.xlsx
PIPA.JK,2024,tw1,FinancialStatement-2024-I-PIPA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/PIPA/FinancialStatement-2024-I-PIPA.xlsx
PIPA.JK,2024,tw2,FinancialStatement-2024-II-PIPA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW2/PIPA/FinancialStatement-2024-II-PIPA.xlsx
PIPA.JK,2024,tw3,FinancialStatement-2024-III-PIPA.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW3/PIPA/FinancialStatement-2024-III-PIPA.xlsx
INDR.JK,2024,tw1,FinancialStatement-2024-I-INDR.xlsx,/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan Keuangan Tahun 2024/TW1/INDR/FinancialStatement-2024-I-INDR.xlsx
