symbol,date,balance_sheet_metrics,income_stmt_metrics,cash_flow_metrics
JAWA.JK,2024-03-31,"{""total_current_assets"": 337190877756.0, ""total_non_current_assets"": 3393457344476.0, ""total_assets"": 3730648222232.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 9076653171.0, ""total_current_liabilities"": 681196028568.0, ""total_non_current_liabilities"": 2034421692965.0, ""total_liabilities"": 2715617721533.0, ""total_equity"": 1015030500699.0, ""total_debt"": 1879844379117.0, ""stockholders_equity"": 1006912905806.0}","{""total_revenue"": 190935051293.0, ""cost_of_revenue"": 189394347907.0, ""gross_income"": 1540703386.0, ""operating_expenses"": 13305619325.0, ""operating_income"": 14846322711.0, ""non_operating_income"": -46986903173.0, ""pretax_income"": -32140580462.0, ""income_taxes"": -3901331593.0, ""minorities"": -137087892.0, ""net_income"": -35904824163.0, ""interest_expense_non_operating"": 45436731222.0, ""ebit"": 13296150760.0, ""ebitda"": null, ""diluted_shares_outstanding"": 16246526770.588236}","{""net_operating_cash_flow"": -53124441966.0, ""net_investing_cash_flow"": -27203538544.0, ""net_financing_cash_flow"": 82373410921.0, ""net_increased_decreased"": 2045430411.0, ""capital_expenditure"": 27115581348.0, ""free_cash_flow"": -26008860618.0}"
DART.JK,2024-03-31,"{""total_current_assets"": 122534504000.0, ""total_non_current_assets"": 6169700607000.0, ""total_assets"": 6292235111000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 35768596000.0, ""total_current_liabilities"": 1067326327000.0, ""total_non_current_liabilities"": 3562456306000.0, ""total_liabilities"": 4629782633000.0, ""total_equity"": 1662452478000.0, ""total_debt"": 3481533091000.0, ""stockholders_equity"": 1662480945000.0}","{""total_revenue"": 115552660000.0, ""cost_of_revenue"": 65741190000.0, ""gross_income"": 49811470000.0, ""operating_expenses"": 37676752000.0, ""operating_income"": 87488222000.0, ""non_operating_income"": -159411375000.0, ""pretax_income"": -71923153000.0, ""income_taxes"": -4153476000.0, ""minorities"": -999000.0, ""net_income"": -76076629000.0, ""interest_expense_non_operating"": 82002087000.0, ""ebit"": 10078934000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 3169817916.6666665}","{""net_operating_cash_flow"": 9966183000.0, ""net_investing_cash_flow"": -2371034000.0, ""net_financing_cash_flow"": -10598867000.0, ""net_increased_decreased"": -3003718000.0, ""capital_expenditure"": 2181466000.0, ""free_cash_flow"": 12147649000.0}"
DYAN.JK,2024-03-31,"{""total_current_assets"": 490437504640.0, ""total_non_current_assets"": 673247432657.0, ""total_assets"": 1163684937297.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 196785287029.0, ""total_current_liabilities"": 368989748166.0, ""total_non_current_liabilities"": 164175640104.0, ""total_liabilities"": 533165388270.0, ""total_equity"": 630519549027.0, ""total_debt"": 243829316972.0, ""stockholders_equity"": 604840820992.0}","{""total_revenue"": 383391976838.0, ""cost_of_revenue"": 245083739732.0, ""gross_income"": 138308237106.0, ""operating_expenses"": 87736899170.0, ""operating_income"": 226045136276.0, ""non_operating_income"": -180019826173.0, ""pretax_income"": 46025310103.0, ""income_taxes"": -8291028227.0, ""minorities"": -2649855118.0, ""net_income"": 40384136994.0, ""interest_expense_non_operating"": 5256017321.0, ""ebit"": 51281327424.0, ""ebitda"": null, ""diluted_shares_outstanding"": 4487126332.666667}","{""net_operating_cash_flow"": 1533927785.0, ""net_investing_cash_flow"": -15930179973.0, ""net_financing_cash_flow"": -26263236436.0, ""net_increased_decreased"": -40659488624.0, ""capital_expenditure"": 15262156949.0, ""free_cash_flow"": 16796084734.0}"
INTA.JK,2024-03-31,"{""total_current_assets"": 771781000000.0, ""total_non_current_assets"": 1631421000000.0, ""total_assets"": 2403202000000.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 90159000000.0, ""total_current_liabilities"": 773807000000.0, ""total_non_current_liabilities"": 3574895000000.0, ""total_liabilities"": 4348702000000.0, ""total_equity"": -1945500000000.0, ""total_debt"": 3656031000000.0, ""stockholders_equity"": -1738045000000.0}","{""total_revenue"": 283399000000.0, ""cost_of_revenue"": 216735000000.0, ""gross_income"": 66664000000.0, ""operating_expenses"": 43063000000.0, ""operating_income"": 109727000000.0, ""non_operating_income"": -110261000000.0, ""pretax_income"": -534000000.0, ""income_taxes"": -13839000000.0, ""minorities"": -6382000000.0, ""net_income"": -7991000000.0, ""interest_expense_non_operating"": 36663000000.0, ""ebit"": 36129000000.0, ""ebitda"": null, ""diluted_shares_outstanding"": 3995.5}","{""net_operating_cash_flow"": 3758000000.0, ""net_investing_cash_flow"": 5467000000.0, ""net_financing_cash_flow"": -20529000000.0, ""net_increased_decreased"": -11304000000.0, ""capital_expenditure"": 476000000.0, ""free_cash_flow"": 4234000000.0}"
JARR.JK,2024-03-31,"{""total_current_assets"": 1321320053973.0, ""total_non_current_assets"": 2290080527226.0, ""total_assets"": 3611400581199.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 192255603339.0, ""total_current_liabilities"": 311786612720.0, ""total_non_current_liabilities"": 1827911493045.0, ""total_liabilities"": 2139698105765.0, ""total_equity"": 1471702475434.0, ""total_debt"": 1907427447937.0, ""stockholders_equity"": 1471702475434.0}","{""total_revenue"": 826998281252.0, ""cost_of_revenue"": 761736722564.0, ""gross_income"": 65261558688.0, ""operating_expenses"": 10787736682.0, ""operating_income"": 76049295370.0, ""non_operating_income"": -37419859894.0, ""pretax_income"": 38629435476.0, ""income_taxes"": -8498475804.0, ""minorities"": null, ""net_income"": 30130959672.0, ""interest_expense_non_operating"": 19800071192.0, ""ebit"": 58429506668.0, ""ebitda"": null, ""diluted_shares_outstanding"": 9242625666.25767}","{""net_operating_cash_flow"": 82340572692.0, ""net_investing_cash_flow"": -28987906716.0, ""net_financing_cash_flow"": -21314670622.0, ""net_increased_decreased"": 32037995354.0, ""capital_expenditure"": 29437906716.0, ""free_cash_flow"": 111778479408.0}"
ASLI.JK,2024-03-31,"{""total_current_assets"": 286213646214.0, ""total_non_current_assets"": 251675737532.0, ""total_assets"": 537889383746.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 7231783849.0, ""total_current_liabilities"": 50806418404.0, ""total_non_current_liabilities"": 10695087560.0, ""total_liabilities"": 61501505964.0, ""total_equity"": 476387877782.0, ""total_debt"": 34036960076.0, ""stockholders_equity"": 475102619833.0}","{""total_revenue"": 69792821972.0, ""cost_of_revenue"": 50506248074.0, ""gross_income"": 19286573898.0, ""operating_expenses"": 13683958216.0, ""operating_income"": 32970532114.0, ""non_operating_income"": -29361755939.0, ""pretax_income"": 3608776175.0, ""income_taxes"": -1965636719.0, ""minorities"": 4820845.0, ""net_income"": 1638318611.0, ""interest_expense_non_operating"": 1968444594.0, ""ebit"": 5577220769.0, ""ebitda"": null, ""diluted_shares_outstanding"": 381699941051.5548}","{""net_operating_cash_flow"": -43947435284.0, ""net_investing_cash_flow"": -80146796189.0, ""net_financing_cash_flow"": 116399452302.0, ""net_increased_decreased"": -7694779171.0, ""capital_expenditure"": 146796189.0, ""free_cash_flow"": -43800639095.0}"
KOKA.JK,2024-03-31,"{""total_current_assets"": 132793522957.0, ""total_non_current_assets"": 68574378438.0, ""total_assets"": 201367901395.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 12671403313.0, ""total_current_liabilities"": 28572081545.0, ""total_non_current_liabilities"": 564429933.0, ""total_liabilities"": 29136511478.0, ""total_equity"": 172231389917.0, ""total_debt"": 2147663503.0, ""stockholders_equity"": 172231389917.0}","{""total_revenue"": 21289752444.0, ""cost_of_revenue"": 15699047744.0, ""gross_income"": 5590704700.0, ""operating_expenses"": 4036623645.0, ""operating_income"": 9627328345.0, ""non_operating_income"": -8138642979.0, ""pretax_income"": 1488685366.0, ""income_taxes"": -526234477.0, ""minorities"": null, ""net_income"": 962450889.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 2830737908.8235292}","{""net_operating_cash_flow"": -16172948722.0, ""net_investing_cash_flow"": -984403859.0, ""net_financing_cash_flow"": 1059346019.0, ""net_increased_decreased"": -16098006562.0, ""capital_expenditure"": 984403859.0, ""free_cash_flow"": -15188544863.0}"
KIOS.JK,2024-03-31,"{""total_current_assets"": 64843692189.0, ""total_non_current_assets"": 98360722449.0, ""total_assets"": 163204414638.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 1497745756.0, ""total_current_liabilities"": 15517839701.0, ""total_non_current_liabilities"": 578160973.0, ""total_liabilities"": 16096000674.0, ""total_equity"": 147108413964.0, ""total_debt"": null, ""stockholders_equity"": 146653851743.0}","{""total_revenue"": 20132355026.0, ""cost_of_revenue"": 19479494085.0, ""gross_income"": 652860941.0, ""operating_expenses"": 6479895733.0, ""operating_income"": 7132756674.0, ""non_operating_income"": -12959411053.0, ""pretax_income"": -5826654379.0, ""income_taxes"": 1262930633.0, ""minorities"": 4803791.0, ""net_income"": -4568527537.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 1074947655.764706}","{""net_operating_cash_flow"": 392400201.0, ""net_investing_cash_flow"": -15861790.0, ""net_financing_cash_flow"": null, ""net_increased_decreased"": 376538411.0, ""capital_expenditure"": 15861790.0, ""free_cash_flow"": 408261991.0}"
HALO.JK,2024-03-31,"{""total_current_assets"": 116714693481.0, ""total_non_current_assets"": 134500092230.0, ""total_assets"": 251214785711.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 14694227010.0, ""total_current_liabilities"": 43619469105.0, ""total_non_current_liabilities"": 37556442022.0, ""total_liabilities"": 81175911127.0, ""total_equity"": 170038874584.0, ""total_debt"": 7181647715.0, ""stockholders_equity"": 170038874584.0}","{""total_revenue"": 30565422800.0, ""cost_of_revenue"": 26089725587.0, ""gross_income"": 4475697213.0, ""operating_expenses"": 3947131680.0, ""operating_income"": 8422828893.0, ""non_operating_income"": -7906214171.0, ""pretax_income"": 516614722.0, ""income_taxes"": -158341480.0, ""minorities"": null, ""net_income"": 358273242.0, ""interest_expense_non_operating"": null, ""ebit"": null, ""ebitda"": null, ""diluted_shares_outstanding"": 5971220700.0}","{""net_operating_cash_flow"": 18167288300.0, ""net_investing_cash_flow"": -318696171.0, ""net_financing_cash_flow"": -9699344747.0, ""net_increased_decreased"": 8149247382.0, ""capital_expenditure"": 318696171.0, ""free_cash_flow"": 18485984471.0}"
KOBX.JK,2024-03-31,"{""total_current_assets"": 2423022812101.0, ""total_non_current_assets"": 1128625586941.0, ""total_assets"": 3551648399042.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 58626806420.0, ""total_current_liabilities"": 2729285747954.0, ""total_non_current_liabilities"": 380710103605.0, ""total_liabilities"": 3109995851559.0, ""total_equity"": 441652547483.0, ""total_debt"": 1545456727240.0, ""stockholders_equity"": 439152337466.0}","{""total_revenue"": 531936305305.0, ""cost_of_revenue"": 430824307458.0, ""gross_income"": 101111997847.0, ""operating_expenses"": 67281701230.0, ""operating_income"": 168393699077.0, ""non_operating_income"": -206115170586.0, ""pretax_income"": -37721471509.0, ""income_taxes"": -3955601019.0, ""minorities"": 229660506.0, ""net_income"": -41906733034.0, ""interest_expense_non_operating"": 48754094424.0, ""ebit"": 11032622915.0, ""ebitda"": null, ""diluted_shares_outstanding"": 2272500000.0}","{""net_operating_cash_flow"": 266722504152.0, ""net_investing_cash_flow"": -1935568871.0, ""net_financing_cash_flow"": -320396312241.0, ""net_increased_decreased"": -55609376960.0, ""capital_expenditure"": 4578870244.0, ""free_cash_flow"": 271301374396.0}"
ASHA.JK,2024-03-31,"{""total_current_assets"": 92978903755.0, ""total_non_current_assets"": 108485763983.0, ""total_assets"": 201464667738.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 1892366156.0, ""total_current_liabilities"": 31383726966.0, ""total_non_current_liabilities"": 10956458545.0, ""total_liabilities"": 42340185511.0, ""total_equity"": 159124482227.0, ""total_debt"": 10754063661.0, ""stockholders_equity"": 159124482227.0}","{""total_revenue"": 54284598171.0, ""cost_of_revenue"": 47061762741.0, ""gross_income"": 7222835430.0, ""operating_expenses"": 7774738996.0, ""operating_income"": 14997574426.0, ""non_operating_income"": -14816525829.0, ""pretax_income"": 181048597.0, ""income_taxes"": -162078620.0, ""minorities"": null, ""net_income"": 18969977.0, ""interest_expense_non_operating"": 216369686.0, ""ebit"": 397418283.0, ""ebitda"": null, ""diluted_shares_outstanding"": 4742494250.0}","{""net_operating_cash_flow"": -124155494.0, ""net_investing_cash_flow"": -14861860.0, ""net_financing_cash_flow"": 800270799.0, ""net_increased_decreased"": 661253445.0, ""capital_expenditure"": 14861860.0, ""free_cash_flow"": -109293634.0}"
ERAL.JK,2024-03-31,"{""total_current_assets"": 1564661323862.0, ""total_non_current_assets"": 498593311343.0, ""total_assets"": 2063254635205.0, ""cash_only"": null, ""total_cash_and_due_from_banks"": null, ""cash_and_short_term_investments"": 320236958433.0, ""total_current_liabilities"": 463436531923.0, ""total_non_current_liabilities"": 94084840959.0, ""total_liabilities"": 557521372882.0, ""total_equity"": 1505733262323.0, ""total_debt"": 112141047087.0, ""stockholders_equity"": 1504945248549.0}","{""total_revenue"": 1091783820367.0, ""cost_of_revenue"": 955232728175.0, ""gross_income"": 136551092192.0, ""operating_expenses"": 98978229115.0, ""operating_income"": 235529321307.0, ""non_operating_income"": -183901096347.0, ""pretax_income"": 51628224960.0, ""income_taxes"": -11018658420.0, ""minorities"": -669258.0, ""net_income"": 40610235798.0, ""interest_expense_non_operating"": 2191422057.0, ""ebit"": 53819647017.0, ""ebitda"": null, ""diluted_shares_outstanding"": 5186492439.08046}","{""net_operating_cash_flow"": -148123115612.0, ""net_investing_cash_flow"": -12874744413.0, ""net_financing_cash_flow"": -11996901461.0, ""net_increased_decreased"": -172994761486.0, ""capital_expenditure"": 11856677608.0, ""free_cash_flow"": -136266438004.0}"
